ID,SubmissionDate,starttime,endtime,username,name_collector,date_collected,consent,location.Latitude,location.Longitude,location.Altitude,location.Accuracy,location_survey,kampala_live,education,year_studies,status,doing now,looking,unemployed_future,unemployed_reasons_1,unemployed_reasons_2,unemployed_reasons_3,unemployed_reasons_4,unemployed_reasons_5,unemployed_reasons_6,unemployed_reasons_7,unemployed_reasons_8,unemployed_reasons_9,unemployed_reasons_10,unemployed_reasons_11,unemployed_reasons_12,unemployed_reasons_13,unemployed_reasons_14,unemployed_reasons_15,activities,paid,enterprise,self,position,job_field,prefer,workers,satisfaction,desire_change,change_reason,likely,jobs,interviews,time_search,steps,steps2_1,steps2_2,steps2_3,steps2_4,steps2_5,steps2_6,steps2_7,steps2_8,steps2_9,steps2_10,steps2_11,steps2_12,steps2_13,steps2_14,positions_looking,jobs_applied,jobs_interviewed,refusals,refusal_reason,income,min_incomelevel,incomelevel,career_center,from_employer,friends_relateives,social_media,website,radio,newspapers,TV,word_of_mouth,other,challenges,obstacles_1,obstacles_2,obstacles_3,obstacles_4,obstacles_5,obstacles_6,obstacles_7,obstacles_8,obstacles_9,obstacles_10,obstacles_11,obstacles_12,obstacles_13,obstacles_14,obstacles_15,obstacles_16,time_looking,ed.training_useful,Gender,Religion,LGBQI,reg_origina,disabilities,level_needed,qualities_needed_1,qualities_needed_2,qualities_needed_3,qualities_needed_4,qualities_needed_5,qualities_needed_6,qualities_needed_7,qualities_needed_8,qualities_needed_9,qualities_needed_10,qualities_needed_11,relevance,competitive,effect,age,gender,region,instanceID,Form_ver,number_of_years
114,,,,,,,1,,,,,,,I_am_currently_studying_at_the_university_level,NA,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Work_would_require_too_many_hours,1,150000,500000,Never,Never,Occasionally,A_great_deal,Occasionally,Never,Occasionally,Occasionally,Never,Never,No,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,NA,NA,A_great_deal,Occasionally,A_great_deal,Occasionally,A_great_deal,Completed_university_education,0,0,0,0,0,0,1,0,0,0,0,NA,Highly_competitive,Major_effect,20-22,Female,Region2,,,3-4 years
115,,,,,,,1,,,,,,,I_have_some_university_level_education_but_left_before_graduation,2012,Not_currently_working,Engaged_in_home_duties_(including_child_care),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,4,0,NA,1,450000,600000,Never,Never,Never,A_great_deal,Never,Never,Occasionally,Never,A_great_deal,Never,No,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,NA,NA,Occasionally,Occasionally,Never,Occasionally,A_great_deal,Completed_university_education,0,0,0,0,0,0,1,0,0,0,0,NA,Highly_competitive,Major_effect,20-22,Female,Region1,,,1-2 years
116,,,,,,,1,,,,,,,I_have_some_university_level_education_but_left_before_graduation,2016,Not_currently_working,Not_working_or_seeking_work_for_other_reasons,NA,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,,NA,NA,NA,Work_for_the_government/public_sector,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,1,500000,750000,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,A_great_deal,Never,No,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,NA,A_great_deal,Never,Never,Occasionally,Never,Completed_university_education,0,0,0,0,0,0,0,0,0,0,1,NA,Highly_competitive,Major_effect,23-25,Female,Region4,,,3-4 years
117,,,,,,,1,,,,,,,I_have_completed_my_university_education,2014,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,1,Managerial&administrative,Other,NA,Less_than_5_workers,Somewhat_satisfied,No,NA,Very_likely,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1500000,2000000,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6_months-1year,Very_useful,A_great_deal,Occasionally,Never,Occasionally,A_great_deal,Completed_university_education,0,0,0,0,0,0,1,0,0,0,0,Very_relevant,NA,Moderate_effect,26-29,Male,Region2,,,1-2 years
122,,,,,,,1,,,,,,,I_am_currently_studying_at_the_university_level,NA,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Professional&technical,Science,NA,Less_than_5_workers,Somewhat_satisfied,Yes,To_have_better_career_prospects,Very_likely,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Work_would_require_too_many_hours,1,1000000,1000000,Never,Never,Occasionally,A_great_deal,A_great_deal,Never,A_great_deal,Never,Never,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1-2_months,Very_useful,A_great_deal,A_great_deal,A_great_deal,Never,A_great_deal,Computer_and_IT_training,1,0,0,0,0,0,0,0,0,0,0,Very_relevant,NA,Major_effect,23-25,Male,Region2,,,3-4 years
123,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),2017,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Managerial&administrative,Businessadministration,NA,Less_than_5_workers,Somewhat_satisfied,Yes,To_have_better_career_prospects,"Likely,but_not_certain",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Work_was_not_interesting,1,300000,500000,Never,A_great_deal,A_great_deal,Occasionally,Never,Never,Never,Never,A_great_deal,A_great_deal,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1-2_months,Very_useful,A_great_deal,Never,A_great_deal,A_great_deal,A_great_deal,Completed_university_education,0,1,0,1,1,0,0,0,0,1,0,Somewhat_relevant,NA,Moderate_effect,17-19,Female,Region2,,,1-2 years
124,,,,,,,1,,,,,,,I_am_currently_studying_at_the_university_level,NA,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_family_business,paid,,0,Clerical,Businessadministration,NA,Less_than_5_workers,Very_satisfied,No,NA,Very_likely,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Wages_offered_were_too_low,1,900000,1500000,Never,A_great_deal,A_great_deal,Never,Never,Never,Never,Never,Never,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1-2_months,Not_useful,A_great_deal,A_great_deal,Never,Occasionally,A_great_deal,Completed_university_education,1,0,0,0,0,0,0,0,0,0,0,Not_relevant,NA,Moderate_effect,23-25,Female,Region2,,,3-4 years
125,,,,,,,1,,,,,,,I_am_currently_studying_at_the_university_level,NA,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Managerial&administrative,Businessadministration,NA,Less_than_5_workers,Very_unsatisfied,Yes,To_get_higher_pay,Do_not_know,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,400000,Never,A_great_deal,Never,A_great_deal,Never,Never,Occasionally,Never,Never,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3-6_months,Very_useful,A_great_deal,Never,A_great_deal,A_great_deal,Never,Completed_vocational_training,0,0,1,1,1,1,0,1,1,0,0,Somewhat_relevant,NA,Minor_effect,23-25,Female,Region2,,,1-2 years
126,,,,,,,1,,,,,,,I_have_completed_vocational_school_education,2010,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_family_business,paid,,1,Managerial&administrative,Businessadministration,NA,6-10_workers,Very_satisfied,No,NA,Not_likely,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Other,1,500000,2000000,Never,Never,A_great_deal,Occasionally,Never,Occasionally,Occasionally,A_great_deal,Occasionally,NA,NA,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,Very_useful,A_great_deal,A_great_deal,Occasionally,A_great_deal,Occasionally,Completed_vocational_training,0,1,0,1,1,0,0,0,0,0,0,Very_relevant,NA,Major_effect,26-29,Male,Region2,,,3-4 years
131,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),2013,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_informal_(“black”)_economy,paid,,1,Other,Workerinsales/retail/shop/restaurants,NA,6-10_workers,Somewhat_satisfied,Yes,To_have_better_career_prospects,"Likely,but_not_certain",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Work_would_not_match_my_level_of_qualifications,1,500000,800000,Never,Never,A_great_deal,Occasionally,Never,A_great_deal,A_great_deal,Occasionally,Occasionally,NA,NA,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3-6_months,Not_useful,Occasionally,Occasionally,Never,A_great_deal,A_great_deal,Completed_vocational_training,1,0,0,1,1,0,0,0,0,0,0,Not_relevant,NA,Major_effect,23-25,Male,Region1,,,1-2 years
132,,,,,,,1,,,,,,,I_have_completed_my_university_education,2013,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,paid,,1,Managerial&administrative,Other,NA,Less_than_5_workers,Somewhat_satisfied,No,NA,Very_likely,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1500000,6000000,Never,A_great_deal,A_great_deal,Occasionally,Occasionally,Never,A_great_deal,Occasionally,Never,Never,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Less_than_a_week,Somewhat_useful,Occasionally,Occasionally,A_great_deal,Occasionally,A_great_deal,Completed_university_education,0,0,0,0,0,0,0,0,0,1,0,Somewhat_relevant,NA,Major_effect,26-29,Male,Region2,,,3-4 years
133,,,,,,,1,,,,,,,I_have_some_university_level_education_but_left_before_graduation,2013,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,NA,1,1000000,5000000,Never,Occasionally,A_great_deal,Occasionally,Never,Occasionally,A_great_deal,A_great_deal,A_great_deal,A_great_deal,No,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,Completed_university_education,0,0,0,1,0,0,0,0,0,1,0,NA,Somewhat_competitive,Major_effect,26-29,Female,Region2,,,1-2 years
134,,,,,,,1,,,,,,,I_have_completed_my_university_education,2017,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_for_a_private_company,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,NA,1,1000000,5000000,Never,Occasionally,Occasionally,Occasionally,A_great_deal,Occasionally,Occasionally,Occasionally,Never,Never,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Completed_university_education,0,0,0,1,0,0,0,0,0,0,0,NA,Slightly_competitive,Major_effect,23-25,Male,Region2,,,3-4 years
135,,,,,,,1,,,,,,,I_have_completed_my_university_education,2015,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,paid,,0,Other,Other,NA,Less_than_5_workers,Somewhat_satisfied,Notsure,Other,Do_not_know,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1000000,5000000,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Less_than_a_week,Somewhat_useful,A_great_deal,Occasionally,Never,Occasionally,A_great_deal,Completed_university_education,0,0,0,0,0,0,0,0,0,1,0,Somewhat_relevant,NA,Major_effect,26-29,Female,Region2,,,1-2 years
140,,,,,,,1,,,,,,,I_have_completed_my_university_education,2016,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Managerial&administrative,Other,NA,11-20_workers,Very_satisfied,Yes,To_have_better_career_prospects,Very_likely,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Other,1,500000,1000000,Never,Occasionally,A_great_deal,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,A_great_deal,Never,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3-6_months,Very_useful,A_great_deal,Occasionally,A_great_deal,Occasionally,A_great_deal,Completed_university_education,1,0,0,0,1,0,0,0,0,1,0,Very_relevant,NA,Major_effect,23-25,Female,Region2,,,3-4 years
141,,,,,,,1,,,,,,,I_have_somesecondaryschool_education_but_left_before_graduation,2011,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Other,Other,NA,11-20_workers,Somewhat_satisfied,Yes,To_get_higher_pay,"Likely,but_not_certain",6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,200000,Never,A_great_deal,A_great_deal,Never,Never,Never,Never,Never,Occasionally,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,More_than_1_year,Somewhat_useful,A_great_deal,Never,Never,Never,Occasionally,Completed_secondary_education,0,0,0,1,1,0,0,0,0,1,0,Somewhat_relevant,NA,Moderate_effect,26-29,Male,Region1,,,1-2 years
142,,,,,,,1,,,,,,,I_have_completed_my_university_education,2017,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,1,Managerial&administrative,Workerinsales/retail/shop/restaurants,NA,Less_than_5_workers,Somewhat_satisfied,Yes,To_have_better_career_prospects,Not_likely,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,500000,800000,Never,Occasionally,A_great_deal,A_great_deal,Never,Occasionally,A_great_deal,Never,Occasionally,Never,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Less_than_a_week,Somewhat_useful,A_great_deal,Never,Occasionally,Never,Never,Completed_university_education,1,0,0,0,1,0,0,0,0,0,0,Relevant,NA,Major_effect,23-25,Female,Region1,,,3-4 years
143,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),2013,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,1,Managerial&administrative,Businessadministration,NA,Less_than_5_workers,Somewhat_satisfied,Yes,To_have_better_career_prospects,"Likely,but_not_certain",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1000000,600000,Never,A_great_deal,A_great_deal,Occasionally,Never,Occasionally,A_great_deal,Occasionally,Occasionally,Never,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6_months-1year,Very_useful,Occasionally,Occasionally,Occasionally,Never,Occasionally,Completed_university_education,0,0,0,0,1,0,0,1,0,1,0,Very_relevant,NA,Minor_effect,23-25,Male,Region2,,,1-2 years
144,,,,,,,1,,,,,,,I_have_completed_my_university_education,2015,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,3,1,0,NA,0,NA,1500000,Occasionally,A_great_deal,A_great_deal,Never,A_great_deal,Never,Occasionally,Never,Occasionally,Never,Not_sure,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,NA,NA,Occasionally,Never,Never,Never,Occasionally,Other,0,1,0,0,1,0,0,0,0,1,0,NA,Highly_competitive,Major_effect,23-25,Female,Region1,,,3-4 years
149,,,,,,,1,,,,,,,I_have_completed_my_university_education,NA,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_publicsector,paid,,0,Other,NA,NA,21-50_workers,Somewhat_unsatisfied,Yes,To_have_better_career_prospects,Very_likely,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,300000,800000,Never,Occasionally,A_great_deal,A_great_deal,A_great_deal,Never,Never,Never,Never,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1-4_weeks,NA,NA,NA,NA,NA,NA,Completed_vocational_training,0,0,0,0,1,0,0,0,0,0,0,Somewhat_relevant,NA,Moderate_effect,26-29,Female,Region2,,,1-2 years
150,,,,,,,1,,,,,,,I_have_completed_my_university_education,NA,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,1,Professional&technical,NA,NA,11-20_workers,Somewhat_satisfied,Yes,To_have_better_career_prospects,"Likely,but_not_certain",2000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,500000,2500000,Never,Occasionally,A_great_deal,A_great_deal,Never,Never,A_great_deal,Never,Occasionally,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6_months-1year,NA,NA,NA,NA,NA,NA,Computer_and_IT_training,1,0,0,0,0,0,0,0,0,0,0,Somewhat_relevant,NA,Moderate_effect,26-29,Male,Region3,,,3-4 years
151,,,,,,,1,,,,,,,Elementaryschool(primary),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minor_effect,26-29,Male,Region2,,,1-2 years
152,,,,,,,1,,,,,,,I_have_some_university_level_education_but_left_before_graduation,NA,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Clerical,NA,NA,21-50_workers,Somewhat_satisfied,Yes,To_have_better_career_prospects,Very_likely,25,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,500000,1000000,Occasionally,A_great_deal,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,A_great_deal,Occasionally,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,More_than_1_year,NA,NA,NA,NA,NA,NA,Computer_and_IT_training,0,0,0,1,0,0,0,0,0,0,0,Relevant,NA,No_effect,26-29,Male,Region2,,,3-4 years
153,,,,,,,1,,,,,,,I_am_currently_studying_at_the_university_level,NA,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_family_business,paid,,0,Salesworker,Businessadministration,NA,Less_than_5_workers,Somewhat_satisfied,Yes,To_have_better_career_prospects,"Likely,but_not_certain",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,200000,400000,Never,Occasionally,A_great_deal,A_great_deal,A_great_deal,Never,A_great_deal,Occasionally,A_great_deal,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3-6_months,Not_useful,Occasionally,Occasionally,A_great_deal,Occasionally,A_great_deal,Computer_and_IT_training,1,0,0,1,1,0,1,0,0,0,0,Somewhat_relevant,NA,No_effect,20-22,Female,Region3,,,1-2 years
158,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),2014,Not_currently_working,Engaged_in_home_duties_(including_child_care),1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,1,200000,200000,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Yes,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,Never,NA,Never,Never,Never,Completed_vocational_training,0,0,0,0,0,0,0,0,0,1,0,NA,Highly_competitive,Major_effect,23-25,Female,Region1,,,3-4 years
159,,,,,,,1,,,,,,,I_have_completed_my_university_education,2014,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_for_the_government/public_sector,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,4,0,0,NA,1,300000,1200000,Never,Never,A_great_deal,Occasionally,Occasionally,Never,A_great_deal,Never,Never,NA,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,A_great_deal,Never,Never,A_great_deal,Never,Completed_university_education,0,0,0,0,0,0,0,0,0,1,0,NA,Highly_competitive,Major_effect,26-29,Male,Region2,,,1-2 years
160,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),2010,Internship_or_apprenticeship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internship.apprenticeship_privatecompany,paid,,1,NA,Engineering,NA,11-20_workers,NA,NA,NA,Not_likely,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Never,Occasionally,A_great_deal,Occasionally,Never,Never,Never,Never,Never,Never,NA,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,More_than_1_year,Very_useful,Never,Occasionally,Occasionally,Occasionally,Occasionally,Completed_vocational_training,1,0,0,0,0,0,0,0,0,0,0,Very_relevant,NA,Major_effect,26-29,Male,Region2,,,3-4 years
161,,,,,,,1,,,,,,,I_have_completed_my_university_education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,Region1,,,1-2 years
162,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),2014,Not_currently_working,Engaged_in_home_duties_(including_child_care),1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,0,NA,200000,Never,Occasionally,A_great_deal,Never,Never,Never,A_great_deal,Never,A_great_deal,Never,Yes,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,Occasionally,A_great_deal,A_great_deal,Occasionally,A_great_deal,Completed_secondary_education,0,0,0,0,0,0,0,0,0,1,0,NA,Highly_competitive,Major_effect,23-25,Female,Region1,,,3-4 years
167,,,,,,,1,,,,,,,I_am_currently_studying_at_a_vocational_or_technicalschool,NA,Not_currently_working,Not_working_or_seeking_work_for_other_reasons,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,,NA,NA,NA,Work_foranon-profit_organization,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,1,300000,500000,Never,Never,A_great_deal,Never,Never,Never,Never,Never,Never,Never,Yes,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,A_great_deal,Occasionally,Occasionally,Occasionally,Occasionally,Computer_and_IT_training,1,0,0,0,0,0,0,0,0,0,0,NA,Highly_competitive,Major_effect,23-25,Female,Region2,,,1-2 years
168,,,,,,,1,,,,,,,I_have_somesecondaryschool_education_but_left_before_graduation,2016,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,paid,,1,Other,Other,NA,Less_than_5_workers,Very_unsatisfied,Yes,To_have_better_working_conditions,"Likely,but_not_certain",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,100000,300000,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,A_great_deal,Never,NA,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,More_than_1_year,Not_useful,Occasionally,Occasionally,A_great_deal,Occasionally,A_great_deal,Completed_university_education,0,0,0,1,0,0,0,0,0,0,0,Unsure,NA,Moderate_effect,20-22,Male,Region2,,,3-4 years
